curated_id,molecule_id,source,analogue_component_id,sealed_block_id,outer_fold,outer_test_block
SSCP-46da2cb3259e9ebb,MOL-f556e9c32bf77bb8,2013_CHUGAI,AC-9915a59ccaa1a737,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-4717ec4239f92289,MOL-a2c7873bb2e6d9d1,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-471a019cbde6c8a7,MOL-2f93885975aff414,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-4729bb6ffd558bb8,MOL-bc7b07ae4c53a28f,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-472c3c0bea47f703,MOL-d863a87b90c60257,2006_Rezai_2,AC-e521a6b3b6226405,BLOCK-4acd8e0f532c9eb9,4,BLOCK-4acd8e0f532c9eb9
SSCP-47311ad5ebd7e685,MOL-68bc9c882d75c506,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4731bad27910a0e9,MOL-2c7e6be260213fef,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-474ec6e17ae786ce,MOL-7da4e6807b50a3da,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-4751967b5e948fdd,MOL-8e65818010407179,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-475fd8d719a10c81,MOL-c1cd5ca245ee8d9c,2021_Golosov,AC-86cc498249bfbe27,BLOCK-394ff80f01cbc968,2,BLOCK-394ff80f01cbc968
SSCP-476098766a47ca60,MOL-58298bb69c9e8253,2013_CHUGAI,AC-c3b8cad8b4a716e6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-4760dda70bac9a3c,MOL-eec5c56f78db1506,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4775c3ec2510d2e0,MOL-a2d19a8f32565fd5,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4777e782ba28b43a,MOL-b7f29cd74bd5273f,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-47817dd98e3ec67c,MOL-2121d19e45cb9f6a,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4784a78f8b6c8290,MOL-0c77d48c7027ed49,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-478e1956c04be3cc,MOL-76d0d3da2d1f541e,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-47b34a64056ae6f1,MOL-c92629b5ae823444,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-47b90f8589223383,MOL-759661cdfaf6b426,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-47bceeb5ec45085b,MOL-1e2f49b69ed9f9e9,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-47d4747b4a686d8f,MOL-68cd550ceb68d9a1,2021_Kelly,AC-6d3257a2b83e15dc,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-47d8f77e58653273,MOL-15df8339b0e31610,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-47e7048e09ce88c6,MOL-118b90282bb3637e,2015_Ahlbach,AC-4cbd321fd3e6c472,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4816f9705106251c,MOL-87965341b48a64d4,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4823727736167da9,MOL-bdfce405457b8563,2013_CHUGAI,AC-9915a59ccaa1a737,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-483069868617c329,MOL-5948015c020a1902,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-48386658e2628d11,MOL-e34c10d03a2a2032,2024_Faris,AC-e82e3e242d3d320c,BLOCK-c5e520eb3b94ff25,15,BLOCK-c5e520eb3b94ff25
SSCP-484cfc8b5330c37e,MOL-e229cfa4c187ad24,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4859ce21e4cc472b,MOL-203252c32ebef7e9,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-4864890b8c3d29d3,MOL-6e5110b8310f55a9,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-48652d706f6cb23b,MOL-3e92da575521ebc0,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-4875acb6222f9751,MOL-ca1a1c5fd982861c,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-4883df9b49561b8d,MOL-8da6434517da6fec,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-48895c15ec7caa7c,MOL-38d630ff69fc8479,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-489a8fe23e8ceb73,MOL-dd35aabd410e087b,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-48b14b212b1deb6b,MOL-af69412928190621,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-48b1cc0c3644ce00,MOL-efdd310d52c0f5cd,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-48df8ff7d5a5a153,MOL-d37a823cb29dec65,2021_Kelly,AC-6d3257a2b83e15dc,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-48eb032b2699e755,MOL-cd768d5d9943b647,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-48ef18bcad775f4c,MOL-bbdea2ad26fd5903,2013_CHUGAI,AC-ec082e14f4bad2b8,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-48f6e6f33e07586d,MOL-462e10e97bbc62f8,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-48fd3db342334cb2,MOL-6182a84afdd6f7b4,2024_Ly,AC-b74b4d5565722d16,BLOCK-bb4bcb852b735057,12,BLOCK-bb4bcb852b735057
SSCP-48fdf586b5b620d2,MOL-80f2a0b4d7be99c6,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-49044fc132d69a36,MOL-30b2bd0acd36e6e5,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-4915f91fed2952a4,MOL-410f5ae94b5720ea,2013_CHUGAI,AC-51929275f20ff2c3,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-491a2e615102884f,MOL-a411e56152eba31b,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-491a34cdef1ac33b,MOL-306180883c05a624,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-491d85885d8f5d55,MOL-f44f3424a6b245e3,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-492120fc074424be,MOL-469a35ab0a55eb03,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-49288a8756f22d8a,MOL-84239d537eee6008,2021_Kelly,AC-ac7e5d0036401990,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-492c284467a3bdfa,MOL-9f310ead6d77197f,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-49330681998d297d,MOL-3001c3a04d8e2173,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-493419552dc711fa,MOL-58820a9789998fd4,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-4941528c2ddf8252,MOL-bc9401c4298548be,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-494170ef00196017,MOL-d04b47d4f4357cfc,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4941eb00ba39844d,MOL-af5efd9af7779064,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-49429fa206059e56,MOL-b2c7fa1dd8ca4fce,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-494b2062c79202ee,MOL-719705a7edc8b84d,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-494b683b55446df0,MOL-7217c615ad4cfbac,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-49516ed74be7e212,MOL-10812def6f2aa142,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-4963e927648e6fd3,MOL-9c323fe8f1211bdc,2013_CHUGAI,AC-9915a59ccaa1a737,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-4972df665fe27a87,MOL-d645a7d092bcc2f9,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-49758e93c49d80bd,MOL-59c73f9fdc09a8ee,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-497adc52eb0cbfbb,MOL-41a7281b0d0a37f3,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-497d85f71d8c8896,MOL-69dfa4a0bde1e081,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-497f6cc2c4d711a4,MOL-c1b82b9167f5087c,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-498095d1af8ea966,MOL-1517d7b268332b59,2022_Taechalertpaisarn,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4984114a534ce392,MOL-598e8dc0966d7584,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-498596ab6fa63045,MOL-a27aba1177f4ac91,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-498f043bf1355400,MOL-e8fcaa1d9cb4d079,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-499302c762db8f6d,MOL-59c2ef0b838720ee,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-499e8d7ef0eccd84,MOL-f745181cbd06d94f,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-49af0eb6665b9f93,MOL-b0b6c6697a1d2397,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-49b5fecbf8668178,MOL-91acb1acebb41b2c,2024_Faris,AC-e82e3e242d3d320c,BLOCK-c5e520eb3b94ff25,15,BLOCK-c5e520eb3b94ff25
SSCP-49ba18261155dc82,MOL-57a97610dc50712b,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-49bcd950c69085e4,MOL-d0a524b1cbd351d1,2024_Faris,AC-e82e3e242d3d320c,BLOCK-c5e520eb3b94ff25,15,BLOCK-c5e520eb3b94ff25
SSCP-49d805438c7f1c39,MOL-0294890b05869739,2018_Lee,AC-50660f8319dc1976,BLOCK-c1585d53eda9a867,14,BLOCK-c1585d53eda9a867
SSCP-49e241d17209b471,MOL-6c072202b3a7e9f3,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-49e4e551f3d56715,MOL-af023e42d52e087c,2022_Taechalertpaisarn,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-49e998bcf838cab9,MOL-fe1e915a9b1ccf96,2015_Bockus_2,AC-32fe30dfe7f6191c,BLOCK-ad504a636f9fcddf,11,BLOCK-ad504a636f9fcddf
SSCP-49ed9ec63533aa38,MOL-b35cc7b128dcbb63,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-49ee8f86f611a55b,MOL-cde3f3e1744cb015,2013_CHUGAI,AC-9915a59ccaa1a737,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-49fb2d2785328899,MOL-ab02a53ddc72b5a5,2013_CHUGAI,AC-93e2ac0349b9716f,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-4a06803f5a4653e8,MOL-fe7702ab8557af1b,2013_CHUGAI,AC-5fdcc0d9751ed4a9,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-4a0e27b74c2ab263,MOL-a1786e33fcce2973,2013_CHUGAI,AC-511dd8a577a1e594,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-4a1b8f5db1536e94,MOL-15e81e6169208e8d,2013_CHUGAI,AC-c9b3e4a321e9c915,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-4a1e5c5bfc8ab7d4,MOL-daf65ffb5dbfe7b2,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4a3981a8bf2d2ecc,MOL-111f60b3dd01c0e4,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-4a3acdbbaf8c897e,MOL-065489a8f414251a,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-4a4a878e51005ca4,MOL-dcab80a23178b9b9,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4a4d72767f91f613,MOL-8fb399cdb95afe09,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-4a557efd8da8a111,MOL-73b2a72ca89c7628,2013_CHUGAI,AC-eb7a07502141cab6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-4a62ce6d07bb5dda,MOL-64f38cca1d53f82f,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4a7151c3a1bf682f,MOL-d23e6acb6473a5ae,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4a719b097fa3f6f7,MOL-960d73972f5d87d6,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4a74e9a1872d6ce5,MOL-6401fedbe0f223c4,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-4a861c730d304257,MOL-d9ccf9faad01480a,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4a8679dfc3bf70e4,MOL-48f26a71fed38da6,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4a9a7ec15a52be42,MOL-36291e562eefb65d,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4aa385b3816ede41,MOL-a6e78de4722a4f8d,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-4aa4c34cfba1490b,MOL-956d3a6b6d1fd2da,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4aab0c698e5ff887,MOL-91d241099bc2b8f2,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4aaed91ca19c1d4b,MOL-cf2b70a64a201c67,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4adb81fc451ecb7f,MOL-02b37ec6412becc1,2015_Wang,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4ae1f1641acc221d,MOL-5f857547331f2584,2013_CHUGAI,AC-9915a59ccaa1a737,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-4ae43dad9087f8d7,MOL-42230ba84aebfc03,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-4ae6763dd9b35293,MOL-65aecba947017c7f,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4ae6eec72c9dcea4,MOL-5fce6fb3f0c355f5,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4ae92787b44d010e,MOL-59533fa0856c0def,2013_CHUGAI,AC-2ea2b119999783fb,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-4aeeb45958a75c82,MOL-6632657ba79428f6,2024_Faris,AC-e82e3e242d3d320c,BLOCK-c5e520eb3b94ff25,15,BLOCK-c5e520eb3b94ff25
SSCP-4afd01791d20f762,MOL-442f6b966348f7c3,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4b031ff032196b75,MOL-790accb09b381fa3,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4b10bd5af59929f6,MOL-3dd92586024d98ff,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-4b12f74c7c41ede5,MOL-5e616b1f0eb94780,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4b1cc4e460fa33aa,MOL-1ea0c991e7559c99,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-4b2504a526d7883d,MOL-93de0bd5e6eda50e,2024_Faris,AC-e82e3e242d3d320c,BLOCK-c5e520eb3b94ff25,15,BLOCK-c5e520eb3b94ff25
SSCP-4b38f5f47f7c45e9,MOL-481780a258f537e4,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4b410ac397262ae6,MOL-f8d83685b60f6bd1,2021_Kelly,AC-ac7e5d0036401990,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-4b48ba3f1eaf09b8,MOL-eaac3a7abace79af,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-4b520408061ce58b,MOL-5c86828c1aba3886,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-4b52982a8e533c5e,MOL-5fa00ff8def57368,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-4b6309f8e502804d,MOL-e8989fdb0c83c12c,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-4b6be914a5a306df,MOL-63b04d611ee3f087,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-4b709e059509f287,MOL-4b89601881ecb1fb,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4b823e05acf82e3f,MOL-7b13fbe4e1a1c421,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-4b939288203af777,MOL-521f88a593690cc7,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-4b97acbffaec6aeb,MOL-cf8cd50b41c98d10,2022_Bhardwaj,AC-b2adc70598dfe5a2,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4bb8835f217a639b,MOL-4f376c6b97d38c58,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-4bc75c7b8bddc64b,MOL-8007599e045ed72b,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-4bd48f96c9fe603b,MOL-61c7e07083cb2f21,2022_Saunders,AC-e84a9a0bd49f43b6,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4bdbc7ba99dd0dc1,MOL-e4abdb53b3a1a513,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4bed83c74ef7c6c6,MOL-e87a69974e3bc2b0,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4bf7514686600aea,MOL-fc283f36cfc7d432,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4c0e44ed1dd8c3fb,MOL-df5e8f079f7412d3,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-4c12c684c6ccd357,MOL-43f46d377e3fcbe6,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-4c1de0e7e6490f8b,MOL-0e9cc369be85bdb6,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4c1f5f8cce76b2fe,MOL-933f3dddc0b38a42,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4c2114c8424aa6f4,MOL-1fb6bd45af31d00f,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4c3055539be088e3,MOL-f2513838dbe7ab6e,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4c41e500948065bd,MOL-e42c480d190dae3e,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4c50716c85ffb8fe,MOL-5a7a12a29c16ebbc,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4c5229443395b3ec,MOL-c3e02e4a8fb93930,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4c5a922c253731af,MOL-710ff64a3531e1b9,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-4c6aabb81b471fab,MOL-d597899591b787c9,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-4c767d3e08d6b584,MOL-32956a39387d611a,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4c8223ca4b1836c4,MOL-b76a91bc90514aef,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-4c8b6953e3545454,MOL-860fcea42295f940,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4c99ded96609b328,MOL-f9e829899cd86aaa,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4ca0c2846a89ef12,MOL-e8950dbeb7f584a3,2013_CHUGAI,AC-9915a59ccaa1a737,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-4ca6d2c6738f82d7,MOL-5390e8eec17d3859,2024_Faris,AC-e82e3e242d3d320c,BLOCK-c5e520eb3b94ff25,15,BLOCK-c5e520eb3b94ff25
SSCP-4caaf492134f90ea,MOL-cf2a2f03d8e2e4ca,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4cae918cf55901ca,MOL-bdfc0f9ac117eb79,2013_CHUGAI,AC-555968db9c5ca11a,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-4cbaa44c93473930,MOL-24fbe7cda92e1255,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4cbdadb72b5accf5,MOL-bc312a7abc918c7e,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4cd939a924b592f5,MOL-53fb70d98d565f73,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4cdbbb85f00dc345,MOL-646fb5cbce2c7f83,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4ce17de81212f681,MOL-182d4b8971da55c6,2022_Bhardwaj,AC-9af1ac79d8ff5fc9,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4cfb0575170696cc,MOL-1d40830c3e932a2b,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-4cfbb6acf3d2e439,MOL-703e0e6d4893e125,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
