outer_fold,curated_id,inner_basket,source_molecule_fold
2,SSCP-df97298d510771f9,2,3
2,SSCP-e035d43e32a59bb3,2,3
2,SSCP-e03ecdcba3ca10cc,2,3
2,SSCP-e04b7e5cc4473a03,2,3
2,SSCP-e09eddfde876c6f9,2,3
2,SSCP-e0e263319e9d2704,2,3
2,SSCP-e132c4d5eb7ba3f6,2,3
2,SSCP-e15bf7fa957ab58d,2,3
2,SSCP-e19135b3a64b621a,2,3
2,SSCP-e1a8b59c1dc73743,2,3
2,SSCP-e2024ebfc52d8425,2,3
2,SSCP-e2134427ef4bffc6,2,3
2,SSCP-e2499070f69f348f,2,3
2,SSCP-e24f6d59993030f1,2,3
2,SSCP-e2d60caa9fc73475,2,3
2,SSCP-e32dbc3c78a995ec,2,3
2,SSCP-e3c1d29e89d30d31,2,3
2,SSCP-e3f147c5074dc539,2,3
2,SSCP-e422a3db093ea5b8,2,3
2,SSCP-e43feb644256715b,2,3
2,SSCP-e452960d2a893958,2,3
2,SSCP-e457e78d33d9746a,2,3
2,SSCP-e45a0ea8fbd62524,2,3
2,SSCP-e46b9b9163463e20,2,3
2,SSCP-e47825ba109c728d,2,3
2,SSCP-e49cc47f1f48f514,2,3
2,SSCP-e52286206a9f4161,2,3
2,SSCP-e56c47cbe8968ac4,2,3
2,SSCP-e56e40ed94cc1ae6,2,3
2,SSCP-e575ab7c2ea19174,2,3
2,SSCP-e5988028ac89aea8,2,3
2,SSCP-e5a8a4f9303b7b2f,2,3
2,SSCP-e5b072e862a41f9a,2,3
2,SSCP-e5b87caafe558c71,2,3
2,SSCP-e638c1c2970dcef7,2,3
2,SSCP-e681d6ef1bd6d8e3,2,3
2,SSCP-e688007c2a83755c,2,3
2,SSCP-e696ded8783b845e,2,3
2,SSCP-e6a0edc46c41f3a3,2,3
2,SSCP-e6bda30cd6f99c91,2,3
2,SSCP-e6c73c08c8665484,2,3
2,SSCP-e6f22fc052b1df49,2,3
2,SSCP-e6fb51efd20ff1b3,2,3
2,SSCP-e6fe24ef89574383,2,3
2,SSCP-e6fe750ef5c3b612,2,3
2,SSCP-e73a1cf6299b348e,2,3
2,SSCP-e7683d776eb8360b,2,3
2,SSCP-e79154d7f3cb8b38,2,3
2,SSCP-e7b108173bdbaed9,2,3
2,SSCP-e80750a519a3afc1,2,3
2,SSCP-e80f85d58510000e,2,3
2,SSCP-e812293fd317a86d,2,3
2,SSCP-e83d897fe8c7ac93,2,3
2,SSCP-e86a6f4924b6f61b,2,3
2,SSCP-e89c5e2f1257bc40,2,3
2,SSCP-e8dcd976db0dec79,2,3
2,SSCP-e8e2c9631d4792c9,2,3
2,SSCP-e8fe64eebf4823c4,2,3
2,SSCP-e900fc2d14184cbd,2,3
2,SSCP-ea57694e6ab91aca,2,3
2,SSCP-ea5b8685ab043d95,2,3
2,SSCP-ea7a8a225a52deb7,2,3
2,SSCP-eaf5010044f6ca22,2,3
2,SSCP-eb36db5593da53a3,2,3
2,SSCP-eb5f842cf2ca0221,2,3
2,SSCP-eb630c775d37005c,2,3
2,SSCP-eb698bcde1010bb9,2,3
2,SSCP-eb903bdd5727f7fe,2,3
2,SSCP-eb90c68bfd3df461,2,3
2,SSCP-eb936a29d4a4ee6d,2,3
2,SSCP-eba43814e3bff7de,2,3
2,SSCP-ebc5908ea3695d5d,2,3
2,SSCP-ebcadb08fe0a9ef6,2,3
2,SSCP-ebf475485488e8f1,2,3
2,SSCP-ebfa37b8f171cafb,2,3
2,SSCP-ec23c0d73f235249,2,3
2,SSCP-ec33e47a57d06abc,2,3
2,SSCP-ec3eb796deb8e336,2,3
2,SSCP-ec749d6a9185d80e,2,3
2,SSCP-ecbdd7b907cfe339,2,3
2,SSCP-ecfab2bfdf166fed,2,3
2,SSCP-ed06d1bb1ded4c0d,2,3
2,SSCP-ed0fbd279dd57882,2,3
2,SSCP-ed61f51e98755ae7,2,3
2,SSCP-edc9521094e74de7,2,3
2,SSCP-edcc07023d03bc6c,2,3
2,SSCP-ede3b0583f681f6d,2,3
2,SSCP-edf7fb5ff2427730,2,3
2,SSCP-ee27aff333d55734,2,3
2,SSCP-ee40a439f2249cea,2,3
2,SSCP-ee7718b6920ded5a,2,3
2,SSCP-ee78423801019d69,2,3
2,SSCP-eea7f8fc19f009e8,2,3
2,SSCP-eee434b47bcbf0d6,2,3
2,SSCP-ef04e5aee75a63f2,2,3
2,SSCP-ef1b9b17860fcbb8,2,3
2,SSCP-ef9adcda3e8315cf,2,3
2,SSCP-efebde7ad6603833,2,3
2,SSCP-eff736f07ba4ba22,2,3
2,SSCP-f007088356aa1daa,2,3
2,SSCP-f00f565318c34ae2,2,3
2,SSCP-f01309f603ecaf36,2,3
2,SSCP-f03065cc238f49c2,2,3
2,SSCP-f03c4d2f521d7d9b,2,3
2,SSCP-f04ce1a796d7b7a0,2,3
2,SSCP-f096f92e651577b1,2,3
2,SSCP-f0ffcbeb558e1bbf,2,3
2,SSCP-f11bb3d27fa642d2,2,3
2,SSCP-f1a8f167df683d5d,2,3
2,SSCP-f1e490fbb84a7e20,2,3
2,SSCP-f1e7a5a84e933c68,2,3
2,SSCP-f1ee22dfd35fb46d,2,3
2,SSCP-f24d24b001f2e0d8,2,3
2,SSCP-f26b9dca83e905bf,2,3
2,SSCP-f27bab9250684e63,2,3
2,SSCP-f29d548719598dfc,2,3
2,SSCP-f2a67d7a09c08d6c,2,3
2,SSCP-f2e8501889cbd419,2,3
2,SSCP-f331e2fae45e30cb,2,3
2,SSCP-f39b104c37e7a54d,2,3
2,SSCP-f3d16645f8b7a600,2,3
2,SSCP-f42c0a91e7090951,2,3
2,SSCP-f46acc2a1774c096,2,3
2,SSCP-f4dc9c6418eb0c21,2,3
2,SSCP-f51180013ff803c1,2,3
2,SSCP-f54cfa0b577ad551,2,3
2,SSCP-f57bbb66513f54f7,2,3
2,SSCP-f5a1b9df313996df,2,3
2,SSCP-f5b0c2cca92fd4d8,2,3
2,SSCP-f5e68c6be0c9f5e4,2,3
2,SSCP-f5f5cd2187d635b3,2,3
2,SSCP-f6212986907a0949,2,3
2,SSCP-f685e7b98ebe8f62,2,3
2,SSCP-f6afcd2029c026b1,2,3
2,SSCP-f6d40b8927ef7cdc,2,3
2,SSCP-f6e2726e438f3622,2,3
2,SSCP-f70362bb82fbba80,2,3
2,SSCP-f70d1f267360b54c,2,3
2,SSCP-f71a7885830ca44d,2,3
2,SSCP-f75e6fed9ebc0c95,2,3
2,SSCP-f77c3a4d4ba687a9,2,3
2,SSCP-f800556279427169,2,3
2,SSCP-f863e5f80f3b1c80,2,3
2,SSCP-f8bf1806b331b55a,2,3
2,SSCP-f8f46b93cc79e377,2,3
2,SSCP-f8f6c26e5dbac862,2,3
2,SSCP-f946858fbab35586,2,3
2,SSCP-f9e00dfadc36b6de,2,3
2,SSCP-f9e8852da9ee2a86,2,3
2,SSCP-fa74ad071f3327a1,2,3
2,SSCP-fa845e834b49e8c5,2,3
2,SSCP-faaa69d04822f8e4,2,3
2,SSCP-fab3c8bd6ffe5f94,2,3
2,SSCP-fad79dca1289005d,2,3
2,SSCP-fada4dac57e96d06,2,3
2,SSCP-fade678ffd02f411,2,3
2,SSCP-fae4a76b00305ea7,2,3
2,SSCP-fb0a454e8426be17,2,3
2,SSCP-fbc33f99ca3e57ad,2,3
2,SSCP-fbd0131fbc5b4564,2,3
2,SSCP-fc4ee3dbbc470cf0,2,3
2,SSCP-fc7e3e69e1a358ee,2,3
2,SSCP-fc830b9b6334646e,2,3
2,SSCP-fc9fc7bb15f2592d,2,3
2,SSCP-fcb0dc2f3390c729,2,3
2,SSCP-fcb4a57adc6d406d,2,3
2,SSCP-fcdb420eed802954,2,3
2,SSCP-fd2611d4e490dd8f,2,3
2,SSCP-fd277068a871af38,2,3
2,SSCP-fd28296dbccda583,2,3
2,SSCP-fd28aa09abf26634,2,3
2,SSCP-fd2ddf8cda6072e0,2,3
2,SSCP-fd2de4063849d793,2,3
2,SSCP-fd65b027c763f7af,2,3
2,SSCP-fd65cf03ab9263e8,2,3
2,SSCP-fd78fc0f147dae3c,2,3
2,SSCP-fd82cacd37a9de6a,2,3
2,SSCP-fd9bbe1ce9cc234a,2,3
2,SSCP-fde473751b24a721,2,3
2,SSCP-fe38d65e74ff2745,2,3
2,SSCP-fe462b38de440813,2,3
2,SSCP-fe4fb8799b363386,2,3
2,SSCP-fe69100e8d30b566,2,3
2,SSCP-fe81f74919047aeb,2,3
2,SSCP-fe965b41c849afd7,2,3
2,SSCP-fecfdadb6ab02ce9,2,3
2,SSCP-fed3feff7861a6f1,2,3
2,SSCP-fef24bced5f0543e,2,3
2,SSCP-ff0f33874a501ddf,2,3
2,SSCP-ff2d0c4fab0edd1f,2,3
2,SSCP-ff61a1e6d8ea28d8,2,3
2,SSCP-ff795e19a42521b0,2,3
2,SSCP-ff8ff1b200a80376,2,3
2,SSCP-ffc8405c422768ae,2,3
2,SSCP-ffd8d4764ec8a527,2,3
2,SSCP-0028ba97a7daa03b,3,4
2,SSCP-006e14887ba7fd42,3,4
2,SSCP-00a276a15a1dc320,3,4
2,SSCP-00ad7d795216f1d4,3,4
2,SSCP-015aedee5fdfb40d,3,4
2,SSCP-015b1f05ff4e8ab3,3,4
2,SSCP-02915bfaebbe09bd,3,4
2,SSCP-02976f2eb4cf9c8b,3,4
2,SSCP-030b06b2eab9c15e,3,4
2,SSCP-0321d79aa693d8a8,3,4
2,SSCP-0390d0b416b1cfab,3,4
2,SSCP-03cd99860e542373,3,4
2,SSCP-03d4df53c4567078,3,4
2,SSCP-040fdf2d45c068a6,3,4
2,SSCP-043747e1af18b5d3,3,4
2,SSCP-04608a3be4e7965e,3,4
2,SSCP-048e5fd7b7b2cb75,3,4
2,SSCP-049baedd058bba3b,3,4
2,SSCP-04a1b117761202bb,3,4
2,SSCP-04a432617cd799e9,3,4
2,SSCP-04c34d4a9a5aa872,3,4
2,SSCP-04f0eb8ac8713e66,3,4
2,SSCP-04fcaded7f145fef,3,4
2,SSCP-054535579ece2b52,3,4
2,SSCP-056d5bb8e664988b,3,4
2,SSCP-05f7c31d9cea533e,3,4
2,SSCP-060d068bb3fd5a25,3,4
2,SSCP-0644c597e1bc977c,3,4
2,SSCP-064e09136acb8b6d,3,4
2,SSCP-06a495cd611b7876,3,4
2,SSCP-06ba46d4ff0ffcd3,3,4
2,SSCP-06ff7c6c7dd358fe,3,4
2,SSCP-071478fb8bb48228,3,4
2,SSCP-071ac0a218108dc9,3,4
2,SSCP-07326cceec8e37b5,3,4
2,SSCP-084ce66bd627a4b3,3,4
2,SSCP-084f42149f5c585a,3,4
2,SSCP-086c058a3aac3c69,3,4
2,SSCP-0892c2dafd240612,3,4
2,SSCP-092e1bdc8eac16c7,3,4
2,SSCP-0954ab5c180aecaa,3,4
2,SSCP-0996346b340fc0a3,3,4
2,SSCP-09cee3b3ac900d6e,3,4
2,SSCP-0a4746f54469dd7f,3,4
2,SSCP-0a53305b75d68668,3,4
2,SSCP-0a6aad5177677b7c,3,4
2,SSCP-0a9242d064d61b8e,3,4
2,SSCP-0acb06b89ff942d6,3,4
2,SSCP-0ade04a8e2ceeae8,3,4
2,SSCP-0adf8eb00307f551,3,4
2,SSCP-0af1398bd142969a,3,4
2,SSCP-0b0706ad757555b9,3,4
2,SSCP-0b321e33cf6661d9,3,4
2,SSCP-0b508292bc8c848c,3,4
2,SSCP-0b9a0c0afe2298b5,3,4
2,SSCP-0bfdc19bf11b41ad,3,4
2,SSCP-0c170bf084ea891e,3,4
2,SSCP-0c564ba8c9e14106,3,4
2,SSCP-0cb6e66d54399921,3,4
2,SSCP-0cbb5caea1373538,3,4
2,SSCP-0d2f6d5b7a03a7da,3,4
2,SSCP-0da0d6ed08954145,3,4
2,SSCP-0dc2252c7f21db75,3,4
2,SSCP-0e153ea485b03c68,3,4
2,SSCP-0e42e4d1c7b56606,3,4
2,SSCP-0f409c23a8ea94c3,3,4
2,SSCP-0f8920c3c9061d7b,3,4
2,SSCP-0fbcb907ace6b708,3,4
2,SSCP-101114b7bec35ca5,3,4
2,SSCP-10252edc6e30a5b4,3,4
2,SSCP-103eaae443c13af2,3,4
2,SSCP-10745dd87290c57d,3,4
2,SSCP-107ee5b0338a5feb,3,4
2,SSCP-10dce81dfa2008d1,3,4
2,SSCP-119d2a21cd798744,3,4
2,SSCP-11b61732358eefaa,3,4
2,SSCP-11f06acbf29afe5d,3,4
2,SSCP-1223555610254f3b,3,4
2,SSCP-123cbfedc664fd28,3,4
2,SSCP-125d47f00770a849,3,4
2,SSCP-12600ab00543c476,3,4
2,SSCP-129983b5eea89f9e,3,4
2,SSCP-129acbfb6694e72c,3,4
2,SSCP-12df594b83dbc600,3,4
2,SSCP-12e37c440092eeec,3,4
2,SSCP-130bbdce4570cd24,3,4
2,SSCP-1324ccd6f9021c7d,3,4
2,SSCP-133350ac69b6f1fd,3,4
2,SSCP-135f52389e38188d,3,4
2,SSCP-136b44d2ce162c73,3,4
2,SSCP-137c28c33b817d6b,3,4
2,SSCP-13acd5efd86313b3,3,4
2,SSCP-13cc0bfc68ce97b4,3,4
2,SSCP-1404259d857e80eb,3,4
2,SSCP-1426543d1c76f752,3,4
2,SSCP-144b36fbf4bb4a6b,3,4
2,SSCP-14c58e7c7eceebea,3,4
2,SSCP-14f8390943c5300b,3,4
2,SSCP-1516fcddbfa2beb2,3,4
2,SSCP-153bef7cfab95f35,3,4
2,SSCP-1565f395922a2454,3,4
2,SSCP-15dd5013c84bff88,3,4
2,SSCP-1609e70019cc1b15,3,4
2,SSCP-160bd684a60797e8,3,4
2,SSCP-164429e32260deb5,3,4
2,SSCP-16756ffda0ab6616,3,4
2,SSCP-16a4f374d686e769,3,4
2,SSCP-171824e17b67902e,3,4
2,SSCP-17453591bbe1f2df,3,4
2,SSCP-175d064fea0f613a,3,4
2,SSCP-17a95ca3cec239a5,3,4
2,SSCP-17b5ba70019944ac,3,4
2,SSCP-17b79b3b51bd2652,3,4
2,SSCP-18174cbd57c5097a,3,4
2,SSCP-18200bef50de23f4,3,4
2,SSCP-184a1e5e563f740c,3,4
2,SSCP-18684504b973c62c,3,4
2,SSCP-187aef72e51282fc,3,4
2,SSCP-18c42a9db6584ab8,3,4
2,SSCP-18cff46e9f254c58,3,4
2,SSCP-18f3da7d60fad7c3,3,4
2,SSCP-1927eb875164cb04,3,4
2,SSCP-193411b60bdb5fe5,3,4
2,SSCP-1991e0476ab3783b,3,4
2,SSCP-1a048d4f4290beab,3,4
2,SSCP-1a4160f104c3221a,3,4
2,SSCP-1ac2a5f94831dc53,3,4
2,SSCP-1b1e1253b11f2979,3,4
2,SSCP-1b28649eda206225,3,4
2,SSCP-1b8205e4f2197536,3,4
2,SSCP-1c3f1a3bb0b79c33,3,4
2,SSCP-1c4247df2c43a578,3,4
2,SSCP-1c45b63d5bfd645a,3,4
2,SSCP-1ca8852da246d306,3,4
2,SSCP-1ccefa90f243f555,3,4
2,SSCP-1cdb7f123e5303fc,3,4
2,SSCP-1d2ba9514f4af750,3,4
2,SSCP-1d49094533994357,3,4
2,SSCP-1d52be086911ead9,3,4
2,SSCP-1d6694305f323327,3,4
2,SSCP-1d724a25f0b7cdae,3,4
2,SSCP-1db0d9ebfa3d4347,3,4
2,SSCP-1dbf281744840ce6,3,4
2,SSCP-1dc145edb1d5972c,3,4
2,SSCP-1dff8b92dab3d697,3,4
2,SSCP-1e0bb9ecb14e0737,3,4
2,SSCP-1e23478fbd03dc4b,3,4
2,SSCP-1e7453b1f3c0aea1,3,4
2,SSCP-1e7dc13dc45c4771,3,4
2,SSCP-1e8f5b052357e81e,3,4
2,SSCP-1e90c1de07a989dd,3,4
2,SSCP-1ed327c037effc1f,3,4
2,SSCP-1f3dd24e94111358,3,4
2,SSCP-1f5a943c08aa35f2,3,4
2,SSCP-1fc8d25289de4723,3,4
2,SSCP-1fdf099952945830,3,4
2,SSCP-1fef9d7a242e3287,3,4
2,SSCP-1fff3cd694ddd07a,3,4
2,SSCP-2009129a73d0da2c,3,4
2,SSCP-2011b2faeeb8d44c,3,4
2,SSCP-201dd664ddb4d6da,3,4
2,SSCP-20e3c9cbf69e2044,3,4
2,SSCP-20f1d0ffc95cbedf,3,4
2,SSCP-212bea0e0feb8a47,3,4
2,SSCP-2135d0719a258c1c,3,4
2,SSCP-21b465f6530824c2,3,4
2,SSCP-21b914532b38bd2f,3,4
2,SSCP-22225b162c0e7fcf,3,4
2,SSCP-224a9e603604dee8,3,4
2,SSCP-229036adf0e39178,3,4
2,SSCP-22a16202402f4c94,3,4
2,SSCP-2310fbd26ce358b3,3,4
2,SSCP-232919a0e4e8a624,3,4
2,SSCP-2338b0105513c083,3,4
2,SSCP-2392ab05f569e421,3,4
2,SSCP-23dd219f2d08e9fe,3,4
2,SSCP-23e2c8b51d5c54f2,3,4
2,SSCP-23e50714849b496f,3,4
2,SSCP-2464c9973771dae2,3,4
2,SSCP-24708f2afc4a6dc7,3,4
2,SSCP-24a47f2283b0599e,3,4
2,SSCP-24a8865de64b2a3b,3,4
2,SSCP-24c513048769df1e,3,4
2,SSCP-24e0615714b029ca,3,4
2,SSCP-24f19a987178f5b8,3,4
2,SSCP-25269bdafcbda917,3,4
2,SSCP-2541391f22e0cd51,3,4
2,SSCP-2609051475891bf6,3,4
2,SSCP-261094101d321fc2,3,4
2,SSCP-26735b5febce44d6,3,4
2,SSCP-267d74d8b4969cc7,3,4
2,SSCP-268ef7f5fe3ec22f,3,4
2,SSCP-269f6634e644091b,3,4
2,SSCP-272ada377b9cd874,3,4
2,SSCP-2792a7256ab64053,3,4
2,SSCP-2793786d6c5d6eb1,3,4
2,SSCP-27a5638eb595edb1,3,4
2,SSCP-27c103acba874f8c,3,4
2,SSCP-27f03137e59f76ff,3,4
2,SSCP-2857cd6fdb1fc672,3,4
2,SSCP-28bd89e60dec2bf5,3,4
2,SSCP-28c287628cad9c28,3,4
2,SSCP-28cd37fed9142c9c,3,4
2,SSCP-292af9b1c3337d66,3,4
2,SSCP-295306e7e36726de,3,4
2,SSCP-298e93130f84cb5e,3,4
2,SSCP-299a4a79e09b9b31,3,4
2,SSCP-29c679a936d88a00,3,4
2,SSCP-29de71b59cf3cc45,3,4
2,SSCP-2a0657c91f4f42e0,3,4
2,SSCP-2a074bef785ca240,3,4
2,SSCP-2a39a5a6de03df0f,3,4
2,SSCP-2a43141f798d6418,3,4
2,SSCP-2a4fb33123a322fd,3,4
2,SSCP-2a842ba084518b45,3,4
2,SSCP-2b0662ced5bfb085,3,4
2,SSCP-2b6d2950c04a9f81,3,4
2,SSCP-2b6d752654eabe7e,3,4
2,SSCP-2b8d3b40c0e77d02,3,4
2,SSCP-2bb427b1e2d272e9,3,4
2,SSCP-2be316ec4cadbbd0,3,4
2,SSCP-2bfe20fe1f1f3d32,3,4
2,SSCP-2c2e1ccddea38b42,3,4
2,SSCP-2c394aee9c24f2a5,3,4
2,SSCP-2c5a546dba6cf897,3,4
2,SSCP-2c85502079a33d3b,3,4
2,SSCP-2c857ab1db71f2a5,3,4
2,SSCP-2c9e5f0405c92ba3,3,4
2,SSCP-2ccc7b00fc78bdcd,3,4
2,SSCP-2cf4b092d7471da5,3,4
2,SSCP-2d193d40e222e010,3,4
2,SSCP-2d26d1b3727357b7,3,4
2,SSCP-2da54775339edd8e,3,4
2,SSCP-2da68e059ab48d12,3,4
2,SSCP-2daa9b61451b7ee5,3,4
2,SSCP-2dd43c53470e07a4,3,4
2,SSCP-2df5247719d77f2d,3,4
2,SSCP-2dff02c910e15aa5,3,4
2,SSCP-2e38f604d1c4d512,3,4
2,SSCP-2e976a58e64b3ad8,3,4
2,SSCP-2ecaac79e4d3caeb,3,4
2,SSCP-2eddc9ef7e5ce0f7,3,4
2,SSCP-2fce01eddff61570,3,4
2,SSCP-2fe8ec138feaea56,3,4
2,SSCP-2ff503cce8ee16f2,3,4
2,SSCP-30356c34d2508277,3,4
2,SSCP-3060ed9223ffe504,3,4
2,SSCP-306c4f1233a49e7a,3,4
2,SSCP-3092e81bce4996da,3,4
2,SSCP-30a731c17efbcac0,3,4
2,SSCP-30cefd36c7be7d5b,3,4
2,SSCP-30de6b94bae41447,3,4
2,SSCP-30efa7fc5db733f1,3,4
2,SSCP-311cf6d1a79262a8,3,4
2,SSCP-3141257912531634,3,4
2,SSCP-315d4cb71a078170,3,4
2,SSCP-315dcce793efdce8,3,4
2,SSCP-31a50334db116b8c,3,4
2,SSCP-320825a626918ec6,3,4
2,SSCP-32279e7ab3afeab0,3,4
2,SSCP-3248ede9d6acf27c,3,4
2,SSCP-32954b4029e562ec,3,4
2,SSCP-32a8e7a08c0915d7,3,4
2,SSCP-32e690aee0bec6bf,3,4
2,SSCP-32ffd5843469ad68,3,4
2,SSCP-3318291c625f454b,3,4
2,SSCP-332379c9d0cffb10,3,4
2,SSCP-334fb0befd27201b,3,4
2,SSCP-3356d2d6629f9231,3,4
2,SSCP-33653fc617042f52,3,4
2,SSCP-33924fece89d0aa7,3,4
2,SSCP-33db7371ea7af200,3,4
2,SSCP-33f50a94570b2c0e,3,4
2,SSCP-33fff1a96f0034a2,3,4
2,SSCP-3469323e553ca003,3,4
2,SSCP-3477c01cae02de88,3,4
2,SSCP-3480d91822876b55,3,4
2,SSCP-34b316d330e21121,3,4
2,SSCP-34ca76812050920a,3,4
2,SSCP-3518b6ea282e2b7b,3,4
2,SSCP-35395aede274b1f1,3,4
2,SSCP-35baac097d995dec,3,4
2,SSCP-35e3bd76cdd80004,3,4
2,SSCP-3609fd9df6a9afe1,3,4
2,SSCP-362aa1a2cb9291f5,3,4
2,SSCP-3632d5dab24eb788,3,4
2,SSCP-36768a907949f813,3,4
2,SSCP-36b6f9a0f822da5b,3,4
2,SSCP-36e3558367eca570,3,4
2,SSCP-371ec3099d78904b,3,4
2,SSCP-374e0e6cbb5e0820,3,4
2,SSCP-376ab31587a9cd8b,3,4
2,SSCP-3774c5052a317109,3,4
2,SSCP-377923d47ebf2df1,3,4
2,SSCP-3810997e7cd1ea7e,3,4
2,SSCP-386048b128283a86,3,4
2,SSCP-386b2439d354c1fd,3,4
2,SSCP-38a659e4123906bc,3,4
2,SSCP-38ca4d62396c2879,3,4
2,SSCP-3951b4e9879d0b6f,3,4
2,SSCP-395757e12ff8627d,3,4
2,SSCP-399f1432f41dbb90,3,4
2,SSCP-39aa837501d16240,3,4
2,SSCP-39ab892c397d6a19,3,4
2,SSCP-3a0c85079301fca0,3,4
2,SSCP-3a181cb7036204d1,3,4
2,SSCP-3a525afff29cdd29,3,4
2,SSCP-3a8a886d49e197c5,3,4
2,SSCP-3a8dc9e0bba4105d,3,4
2,SSCP-3aafbe8bad99ca53,3,4
2,SSCP-3ad2d4b1f7c16094,3,4
2,SSCP-3ae106fe31b3d46e,3,4
2,SSCP-3af0008cc9b0e684,3,4
2,SSCP-3b407bd5520420d3,3,4
2,SSCP-3b52f7c25615071e,3,4
2,SSCP-3bad3dfdf87e518c,3,4
2,SSCP-3bc76147afe2e55e,3,4
2,SSCP-3c139f22c51ca9a7,3,4
2,SSCP-3c320e777c23e63f,3,4
2,SSCP-3c450a66181f754e,3,4
2,SSCP-3c84f918080be6a1,3,4
2,SSCP-3c8bd77abc193be7,3,4
2,SSCP-3cf5a43bbbb989ee,3,4
2,SSCP-3d47753f9bf632f0,3,4
2,SSCP-3d53661dfe261a9f,3,4
2,SSCP-3d92b2a8d72f5158,3,4
2,SSCP-3da26e0e1b31ddbb,3,4
2,SSCP-3dab7aa643556d5f,3,4
2,SSCP-3dfa598267cc5670,3,4
2,SSCP-3e1bfc2aea1418c4,3,4
2,SSCP-3e65dd3aba3cae66,3,4
2,SSCP-3e8e0b3090a613bb,3,4
2,SSCP-3ec2a2923a16b2b2,3,4
2,SSCP-3ed5e43bc17d22c9,3,4
2,SSCP-3f59a1b83ce1b16a,3,4
2,SSCP-3febbfbc6bb0aa73,3,4
2,SSCP-4006a333e6c3edcd,3,4
2,SSCP-400d8d8d0bda3b99,3,4
2,SSCP-408663a1e0b96e3d,3,4
2,SSCP-40ded9bccb65f527,3,4
2,SSCP-40e3742e6ac284e3,3,4
2,SSCP-40e652167cf880cb,3,4
2,SSCP-41522db2860da1c1,3,4
2,SSCP-41a3c437eaa92713,3,4
2,SSCP-41b99de12cca8584,3,4
2,SSCP-41bb07892c797470,3,4
2,SSCP-41e54df9cc6fec70,3,4
2,SSCP-4240f375c18171a4,3,4
2,SSCP-425391e25f3e8cb2,3,4
2,SSCP-42913b2b35c62722,3,4
2,SSCP-42cd94869aed45a1,3,4
2,SSCP-430104296c1d9275,3,4
2,SSCP-436ebeea537969a0,3,4
2,SSCP-43777e3a01b91718,3,4
2,SSCP-437b64f3d6427ed0,3,4
2,SSCP-43863d9f6cc2024b,3,4
2,SSCP-43e8eefa6d1473a8,3,4
2,SSCP-449ae97c6ef59428,3,4
2,SSCP-44ef9ee4d019d0f1,3,4
2,SSCP-451fae8242c2de6e,3,4
2,SSCP-45677fe1816a7014,3,4
2,SSCP-4588637a5b3168af,3,4
2,SSCP-459d3b305e9ca40d,3,4
2,SSCP-45b29b33caab493c,3,4
2,SSCP-45e1b3a072ac701f,3,4
2,SSCP-460eb7d55a86cf79,3,4
2,SSCP-4655178605dd071a,3,4
2,SSCP-4655a3a7f1b44582,3,4
2,SSCP-466c3b2c9126e5e8,3,4
2,SSCP-471a019cbde6c8a7,3,4
2,SSCP-476098766a47ca60,3,4
2,SSCP-4777e782ba28b43a,3,4
2,SSCP-47b34a64056ae6f1,3,4
2,SSCP-48386658e2628d11,3,4
2,SSCP-4875acb6222f9751,3,4
2,SSCP-48b1cc0c3644ce00,3,4
2,SSCP-48f6e6f33e07586d,3,4
2,SSCP-492c284467a3bdfa,3,4
2,SSCP-49330681998d297d,3,4
2,SSCP-4941528c2ddf8252,3,4
2,SSCP-494170ef00196017,3,4
2,SSCP-497f6cc2c4d711a4,3,4
2,SSCP-4984114a534ce392,3,4
2,SSCP-49b5fecbf8668178,3,4
2,SSCP-49ed9ec63533aa38,3,4
2,SSCP-4a0e27b74c2ab263,3,4
2,SSCP-4a719b097fa3f6f7,3,4
2,SSCP-4aa4c34cfba1490b,3,4
2,SSCP-4ae1f1641acc221d,3,4
2,SSCP-4aeeb45958a75c82,3,4
2,SSCP-4b48ba3f1eaf09b8,3,4
2,SSCP-4b6309f8e502804d,3,4
2,SSCP-4b939288203af777,3,4
2,SSCP-4bc75c7b8bddc64b,3,4
2,SSCP-4c0e44ed1dd8c3fb,3,4
2,SSCP-4c8223ca4b1836c4,3,4
2,SSCP-4c8b6953e3545454,3,4
2,SSCP-4cbaa44c93473930,3,4
2,SSCP-4cfbb6acf3d2e439,3,4
2,SSCP-4d3de5b6b9d8b60a,3,4
2,SSCP-4dbb10c80816f478,3,4
2,SSCP-4dec6c92196855ac,3,4
2,SSCP-4e1cbc49a2f802f3,3,4
2,SSCP-4e5b146964e0b39d,3,4
2,SSCP-4e61c72b3be1ad73,3,4
2,SSCP-4eb659ed4b556327,3,4
2,SSCP-4f01d4bf1c848784,3,4
2,SSCP-4f03793e13ac87b4,3,4
2,SSCP-4f0ce07e8c893aae,3,4
2,SSCP-4f5e23cfebb8ec3c,3,4
2,SSCP-4f6e557d65c63852,3,4
2,SSCP-4fb0bfce65f2d0e8,3,4
2,SSCP-4fb3e0a63c4deaa1,3,4
2,SSCP-4fc1b5e1e527e877,3,4
2,SSCP-4fd4c685e53f4f04,3,4
2,SSCP-500b3130c32c2229,3,4
2,SSCP-50686ff1e1f4df13,3,4
2,SSCP-508b3d4faf45cbe0,3,4
2,SSCP-50a72fd858450aba,3,4
2,SSCP-50e3d5416b877759,3,4
2,SSCP-50fa802aa173f2e8,3,4
